trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time,duration,time_of_day
AH_20230904_b-direction-0.results_23,sbc_separate,False,0.51,0,17:12,17:12,6,Afternoon
AH_20230904_b-direction-0.results_24,strip,False,0.49,0,17:12,17:12,1,Afternoon
AH_20230904_b-direction-0.results_25,whites_separate,True,0.51,0,17:12,17:12,1,Afternoon
AH_20230904_b-direction-0.results_26,bullseye_high_freq,True,0.5,0,17:12,17:12,2,Afternoon
AH_20230904_b-direction-0.results_27,bullseye_low_separate,True,0.49,0,17:12,17:12,2,Afternoon
AH_20230904_b-direction-1.results_1,sbc_separate,True,0.49,0,17:12,17:12,1,Afternoon
AH_20230904_b-direction-1.results_3,whites,True,0.51,0,17:12,17:12,4,Afternoon
AH_20230904_b-direction-1.results_5,whites,False,0.51,0,17:12,17:12,1,Afternoon
AH_20230904_b-direction-1.results_7,whites_separate,True,0.49,0,17:12,17:12,3,Afternoon
AH_20230904_b-direction-1.results_9,bullseye_high_freq,False,0.51,0,17:12,17:13,3,Afternoon
AH_20230904_b-direction-1.results_11,bullseye_high_freq,True,0.51,0,17:13,17:13,0,Afternoon
AH_20230904_b-direction-1.results_13,checkerboard,False,0.51,0,17:13,17:13,1,Afternoon
AH_20230904_b-direction-1.results_15,bullseye_low_separate,True,0.5,0,17:13,17:13,2,Afternoon
AH_20230904_b-direction-1.results_17,checkerboard,True,0.51,1,17:13,17:13,3,Afternoon
AH_20230904_b-direction-1.results_19,sbc,True,0.5,0,17:13,17:13,2,Afternoon
AH_20230904_b-direction-1.results_20,sbc_separate,False,0.49,1,17:13,17:13,1,Afternoon
AH_20230904_b-direction-1.results_21,strip,False,0.5,0,17:13,17:13,3,Afternoon
AH_20230904_b-direction-1.results_22,bullseye_low_separate,False,0.5,1,17:13,17:13,2,Afternoon
AH_20230904_b-direction-1.results_23,strip,True,0.5,0,17:13,17:13,3,Afternoon
AH_20230904_b-direction-1.results_24,sbc,False,0.5,1,17:13,17:13,1,Afternoon
AH_20230904_b-direction-1.results_25,checkerboard_separate,True,0.49,0,17:13,17:13,2,Afternoon
AH_20230904_b-direction-1.results_26,checkerboard_separate,False,0.49,0,17:13,17:13,1,Afternoon
AH_20230904_b-direction-1.results_27,whites_separate,False,0.49,0,17:13,17:13,1,Afternoon
AH_20230904_b-direction-2.results_1,checkerboard,True,0.49,0,17:13,17:13,2,Afternoon
AH_20230904_b-direction-2.results_3,sbc,False,0.51,1,17:13,17:13,3,Afternoon
AH_20230904_b-direction-2.results_5,sbc,True,0.51,0,17:13,17:13,6,Afternoon
AH_20230904_b-direction-2.results_7,bullseye_low_separate,True,0.51,1,17:14,17:14,22,Afternoon
AH_20230904_b-direction-2.results_9,checkerboard,False,0.49,0,17:14,17:14,3,Afternoon
AH_20230904_b-direction-2.results_11,whites_separate,True,0.5,-1,17:14,17:14,5,Afternoon
AH_20230904_b-direction-2.results_13,strip,False,0.51,1,17:14,17:14,1,Afternoon
AH_20230904_b-direction-2.results_15,bullseye_low_separate,False,0.51,0,17:14,17:14,2,Afternoon
AH_20230904_b-direction-2.results_17,whites,True,0.49,0,17:14,17:14,1,Afternoon
AH_20230904_b-direction-2.results_19,checkerboard_separate,False,0.5,0,17:14,17:14,6,Afternoon
AH_20230904_b-direction-2.results_20,sbc_separate,True,0.5,0,17:14,17:15,1,Afternoon
AH_20230904_b-direction-2.results_21,whites,False,0.49,0,17:15,17:15,1,Afternoon
AH_20230904_b-direction-2.results_22,checkerboard_separate,True,0.5,1,17:15,17:15,1,Afternoon
AH_20230904_b-direction-2.results_23,sbc_separate,False,0.5,0,17:15,17:15,1,Afternoon
AH_20230904_b-direction-2.results_24,strip,True,0.51,0,17:15,17:15,2,Afternoon
AH_20230904_b-direction-2.results_25,bullseye_high_freq,False,0.49,0,17:15,17:15,8,Afternoon
AH_20230904_b-direction-2.results_26,bullseye_high_freq,True,0.49,1,17:15,17:15,10,Afternoon
AH_20230904_b-direction-2.results_27,whites_separate,False,0.5,0,17:15,17:15,1,Afternoon
MM_20230808_a-direction-1.results_1,bullseye_high_freq,False,0.51,-2,15:14,15:14,4,Afternoon
MM_20230808_a-direction-1.results_3,strip,False,0.5,-2,15:14,15:14,3,Afternoon
MM_20230808_a-direction-1.results_5,bullseye_low_separate,True,0.5,-2,15:14,15:14,4,Afternoon
MM_20230808_a-direction-1.results_7,sbc,False,0.5,-2,15:14,15:14,3,Afternoon
MM_20230808_a-direction-1.results_9,bullseye_low_separate,False,0.5,-2,15:14,15:14,5,Afternoon
MM_20230808_a-direction-1.results_11,bullseye_high_freq,True,0.51,-2,15:14,15:15,5,Afternoon
MM_20230808_a-direction-1.results_13,checkerboard_separate,False,0.49,-2,15:15,15:15,5,Afternoon
MM_20230808_a-direction-1.results_15,whites_separate,True,0.49,-2,15:15,15:15,2,Afternoon
MM_20230808_a-direction-1.results_17,sbc_separate,True,0.49,-2,15:15,15:15,5,Afternoon
MM_20230808_a-direction-1.results_19,checkerboard,False,0.51,-2,15:15,15:15,6,Afternoon
MM_20230808_a-direction-1.results_20,whites,True,0.51,-2,15:15,15:15,4,Afternoon
MM_20230808_a-direction-1.results_21,whites_separate,False,0.49,-2,15:15,15:15,3,Afternoon
MM_20230808_a-direction-1.results_22,sbc,True,0.5,-2,15:15,15:15,4,Afternoon
MM_20230808_a-direction-1.results_23,strip,True,0.5,-1,15:15,15:15,7,Afternoon
MM_20230808_a-direction-1.results_24,whites,False,0.51,-2,15:15,15:15,3,Afternoon
MM_20230808_a-direction-1.results_25,checkerboard_separate,True,0.49,-2,15:15,15:16,9,Afternoon
MM_20230808_a-direction-1.results_26,sbc_separate,False,0.49,-2,15:16,15:16,3,Afternoon
MM_20230808_a-direction-1.results_27,checkerboard,True,0.51,1,15:16,15:16,6,Afternoon
MM_20230808_a-direction-0.results_1,whites_separate,False,0.51,-2,15:11,15:11,6,Afternoon
MM_20230808_a-direction-0.results_3,checkerboard,True,0.5,-2,15:11,15:11,13,Afternoon
MM_20230808_a-direction-0.results_5,sbc,False,0.49,-2,15:12,15:12,3,Afternoon
MM_20230808_a-direction-0.results_7,checkerboard,False,0.5,-1,15:12,15:12,8,Afternoon
MM_20230808_a-direction-0.results_9,strip,True,0.49,-1,15:12,15:12,6,Afternoon
MM_20230808_a-direction-0.results_11,sbc,True,0.49,-2,15:12,15:12,3,Afternoon
MM_20230808_a-direction-0.results_13,sbc_separate,True,0.51,-2,15:12,15:12,3,Afternoon
MM_20230808_a-direction-0.results_15,checkerboard_separate,True,0.51,-2,15:12,15:13,3,Afternoon
MM_20230808_a-direction-0.results_17,whites,False,0.5,-2,15:13,15:13,5,Afternoon
MM_20230808_a-direction-0.results_19,bullseye_high_freq,False,0.5,-2,15:13,15:13,5,Afternoon
MM_20230808_a-direction-0.results_20,sbc_separate,False,0.51,-2,15:13,15:13,5,Afternoon
MM_20230808_a-direction-0.results_21,whites,True,0.5,-2,15:13,15:13,3,Afternoon
MM_20230808_a-direction-0.results_22,strip,False,0.49,-2,15:13,15:13,7,Afternoon
MM_20230808_a-direction-0.results_23,whites_separate,True,0.51,-2,15:13,15:13,4,Afternoon
MM_20230808_a-direction-0.results_24,checkerboard_separate,False,0.51,-2,15:13,15:13,3,Afternoon
MM_20230808_a-direction-0.results_25,bullseye_low_separate,False,0.49,-2,15:13,15:13,3,Afternoon
MM_20230808_a-direction-0.results_26,bullseye_low_separate,True,0.49,-2,15:13,15:13,4,Afternoon
MM_20230808_a-direction-0.results_27,bullseye_high_freq,True,0.5,-2,15:13,15:14,5,Afternoon
MM_20230808_a-direction-2.results_1,checkerboard_separate,False,0.5,-2,15:16,15:16,3,Afternoon
MM_20230808_a-direction-2.results_3,sbc_separate,False,0.5,-2,15:16,15:16,2,Afternoon
MM_20230808_a-direction-2.results_5,whites_separate,False,0.5,-2,15:16,15:16,3,Afternoon
MM_20230808_a-direction-2.results_7,bullseye_low_separate,False,0.51,-2,15:16,15:16,3,Afternoon
MM_20230808_a-direction-2.results_9,checkerboard_separate,True,0.5,-2,15:16,15:16,4,Afternoon
MM_20230808_a-direction-2.results_11,whites,False,0.49,-2,15:16,15:16,2,Afternoon
MM_20230808_a-direction-2.results_13,sbc,False,0.51,-2,15:17,15:17,4,Afternoon
MM_20230808_a-direction-2.results_15,checkerboard,False,0.49,-1,15:17,15:17,11,Afternoon
MM_20230808_a-direction-2.results_17,strip,False,0.51,-1,15:17,15:17,6,Afternoon
MM_20230808_a-direction-2.results_19,bullseye_low_separate,True,0.51,-1,15:17,15:17,3,Afternoon
MM_20230808_a-direction-2.results_20,sbc,True,0.51,-2,15:17,15:17,3,Afternoon
MM_20230808_a-direction-2.results_21,bullseye_high_freq,True,0.49,-2,15:17,15:17,10,Afternoon
MM_20230808_a-direction-2.results_22,whites_separate,True,0.5,-2,15:17,15:17,3,Afternoon
MM_20230808_a-direction-2.results_23,bullseye_high_freq,False,0.49,-2,15:17,15:17,3,Afternoon
MM_20230808_a-direction-2.results_24,sbc_separate,True,0.5,-2,15:17,15:17,4,Afternoon
MM_20230808_a-direction-2.results_25,strip,True,0.51,-1,15:17,15:18,5,Afternoon
MM_20230808_a-direction-2.results_26,whites,True,0.49,-2,15:18,15:18,3,Afternoon
MM_20230808_a-direction-2.results_27,checkerboard,True,0.49,0,15:18,15:18,7,Afternoon
DC_20230811_a-direction-0.results_1,whites,False,0.5,-2,16:43,16:43,27,Afternoon
DC_20230811_a-direction-0.results_3,checkerboard,True,0.5,0,16:44,16:44,19,Afternoon
DC_20230811_a-direction-0.results_5,bullseye_high_freq,True,0.5,0,16:44,16:44,13,Afternoon
DC_20230811_a-direction-0.results_7,whites_separate,False,0.51,-2,16:44,16:44,3,Afternoon
DC_20230811_a-direction-0.results_9,whites,True,0.5,-1,16:44,16:45,10,Afternoon
DC_20230811_a-direction-0.results_11,sbc,True,0.49,0,16:45,16:45,4,Afternoon
DC_20230811_a-direction-0.results_13,sbc,False,0.49,0,16:45,16:45,5,Afternoon
DC_20230811_a-direction-0.results_15,strip,True,0.49,-2,16:45,16:45,3,Afternoon
DC_20230811_a-direction-0.results_17,bullseye_high_freq,False,0.5,0,16:45,16:45,8,Afternoon
DC_20230811_a-direction-0.results_19,bullseye_low_separate,True,0.49,0,16:45,16:46,8,Afternoon
DC_20230811_a-direction-0.results_20,whites_separate,True,0.51,-1,16:46,16:46,3,Afternoon
DC_20230811_a-direction-0.results_21,checkerboard_separate,True,0.51,0,16:46,16:46,8,Afternoon
DC_20230811_a-direction-0.results_22,checkerboard,False,0.5,1,16:46,16:46,4,Afternoon
DC_20230811_a-direction-0.results_23,sbc_separate,True,0.51,0,16:46,16:46,9,Afternoon
DC_20230811_a-direction-0.results_24,bullseye_low_separate,False,0.49,0,16:46,16:46,4,Afternoon
DC_20230811_a-direction-0.results_25,checkerboard_separate,False,0.51,0,16:46,16:46,8,Afternoon
DC_20230811_a-direction-0.results_26,strip,False,0.49,2,16:46,16:46,3,Afternoon
DC_20230811_a-direction-0.results_27,sbc_separate,False,0.51,0,16:46,16:46,9,Afternoon
DC_20230811_a-direction-2.results_1,strip,True,0.51,2,16:49,16:49,1,Afternoon
DC_20230811_a-direction-2.results_3,checkerboard_separate,True,0.5,0,16:49,16:49,6,Afternoon
DC_20230811_a-direction-2.results_5,checkerboard,True,0.49,0,16:49,16:49,5,Afternoon
DC_20230811_a-direction-2.results_7,whites,True,0.49,-1,16:49,16:49,11,Afternoon
DC_20230811_a-direction-2.results_9,checkerboard_separate,False,0.5,0,16:49,16:49,3,Afternoon
DC_20230811_a-direction-2.results_11,checkerboard,False,0.49,1,16:50,16:50,9,Afternoon
DC_20230811_a-direction-2.results_13,bullseye_low_separate,True,0.51,0,16:50,16:50,12,Afternoon
DC_20230811_a-direction-2.results_15,sbc,True,0.51,0,16:50,16:50,3,Afternoon
DC_20230811_a-direction-2.results_17,bullseye_low_separate,False,0.51,0,16:50,16:50,3,Afternoon
DC_20230811_a-direction-2.results_19,whites,False,0.49,-2,16:50,16:50,3,Afternoon
DC_20230811_a-direction-2.results_20,bullseye_high_freq,False,0.49,0,16:50,16:50,5,Afternoon
DC_20230811_a-direction-2.results_21,bullseye_high_freq,True,0.49,0,16:50,16:51,3,Afternoon
DC_20230811_a-direction-2.results_22,whites_separate,True,0.5,-2,16:51,16:51,2,Afternoon
DC_20230811_a-direction-2.results_23,whites_separate,False,0.5,-2,16:51,16:51,2,Afternoon
DC_20230811_a-direction-2.results_24,sbc,False,0.51,0,16:51,16:51,1,Afternoon
DC_20230811_a-direction-2.results_25,strip,False,0.51,2,16:51,16:51,5,Afternoon
DC_20230811_a-direction-2.results_26,sbc_separate,True,0.5,0,16:51,16:51,2,Afternoon
DC_20230811_a-direction-2.results_27,sbc_separate,False,0.5,0,16:51,16:51,2,Afternoon
DC_20230811_a-direction-1.results_1,strip,True,0.5,2,16:47,16:47,3,Afternoon
DC_20230811_a-direction-1.results_3,bullseye_high_freq,False,0.51,1,16:47,16:47,5,Afternoon
DC_20230811_a-direction-1.results_5,bullseye_low_separate,True,0.5,0,16:47,16:47,2,Afternoon
DC_20230811_a-direction-1.results_7,whites,False,0.51,-1,16:47,16:47,3,Afternoon
DC_20230811_a-direction-1.results_9,sbc,False,0.5,0,16:47,16:47,2,Afternoon
DC_20230811_a-direction-1.results_11,whites_separate,False,0.49,-2,16:47,16:48,2,Afternoon
DC_20230811_a-direction-1.results_13,bullseye_high_freq,True,0.51,0,16:48,16:48,7,Afternoon
DC_20230811_a-direction-1.results_15,whites,True,0.51,-2,16:48,16:48,4,Afternoon
DC_20230811_a-direction-1.results_17,checkerboard_separate,False,0.49,0,16:48,16:48,7,Afternoon
DC_20230811_a-direction-1.results_19,checkerboard,True,0.51,1,16:48,16:48,2,Afternoon
DC_20230811_a-direction-1.results_20,strip,False,0.5,2,16:48,16:48,2,Afternoon
DC_20230811_a-direction-1.results_21,whites_separate,True,0.49,-2,16:48,16:48,1,Afternoon
DC_20230811_a-direction-1.results_22,bullseye_low_separate,False,0.5,0,16:48,16:48,4,Afternoon
DC_20230811_a-direction-1.results_23,sbc_separate,True,0.49,0,16:48,16:48,6,Afternoon
DC_20230811_a-direction-1.results_24,sbc,True,0.5,0,16:48,16:48,8,Afternoon
DC_20230811_a-direction-1.results_25,checkerboard_separate,True,0.49,0,16:48,16:48,3,Afternoon
DC_20230811_a-direction-1.results_26,sbc_separate,False,0.49,0,16:48,16:49,8,Afternoon
DC_20230811_a-direction-1.results_27,checkerboard,False,0.51,2,16:49,16:49,2,Afternoon
GE_20230904_a-direction-2.results_1,sbc,True,0.51,0,19:41,19:41,1,Evening
GE_20230904_a-direction-2.results_3,whites,False,0.49,0,19:41,19:41,2,Evening
GE_20230904_a-direction-2.results_5,whites,True,0.49,0,19:41,19:41,5,Evening
GE_20230904_a-direction-2.results_7,whites_separate,True,0.5,0,19:41,19:41,2,Evening
GE_20230904_a-direction-2.results_9,bullseye_high_freq,True,0.49,1,19:41,19:41,2,Evening
GE_20230904_a-direction-2.results_11,sbc,False,0.51,1,19:41,19:41,10,Evening
GE_20230904_a-direction-2.results_13,sbc_separate,True,0.5,1,19:42,19:42,8,Evening
GE_20230904_a-direction-2.results_15,checkerboard_separate,False,0.5,1,19:42,19:42,2,Evening
GE_20230904_a-direction-2.results_17,bullseye_low_separate,True,0.51,1,19:42,19:42,12,Evening
GE_20230904_a-direction-2.results_19,bullseye_low_separate,False,0.51,1,19:43,19:43,10,Evening
GE_20230904_a-direction-2.results_20,strip,True,0.51,2,19:43,19:43,7,Evening
GE_20230904_a-direction-2.results_21,bullseye_high_freq,False,0.49,2,19:43,19:43,9,Evening
GE_20230904_a-direction-2.results_22,strip,False,0.51,1,19:43,19:43,4,Evening
GE_20230904_a-direction-2.results_23,sbc_separate,False,0.5,0,19:43,19:43,2,Evening
GE_20230904_a-direction-2.results_24,checkerboard_separate,True,0.5,0,19:43,19:43,5,Evening
GE_20230904_a-direction-2.results_25,checkerboard,False,0.49,1,19:43,19:43,3,Evening
GE_20230904_a-direction-2.results_26,checkerboard,True,0.49,-1,19:43,19:43,11,Evening
GE_20230904_a-direction-2.results_27,whites_separate,False,0.5,-1,19:43,19:44,10,Evening
GE_20230904_a-direction-0.results_1,checkerboard_separate,True,0.51,1,19:36,19:37,22,Evening
GE_20230904_a-direction-0.results_3,sbc_separate,True,0.51,0,19:37,19:37,3,Evening
GE_20230904_a-direction-0.results_5,whites,False,0.5,0,19:37,19:37,2,Evening
GE_20230904_a-direction-0.results_7,checkerboard_separate,False,0.51,0,19:37,19:37,5,Evening
GE_20230904_a-direction-0.results_9,strip,False,0.49,1,19:37,19:38,14,Evening
GE_20230904_a-direction-0.results_11,whites,True,0.5,-1,19:38,19:38,2,Evening
GE_20230904_a-direction-0.results_13,bullseye_low_separate,True,0.49,0,19:38,19:38,3,Evening
GE_20230904_a-direction-0.results_15,sbc_separate,False,0.51,0,19:38,19:38,1,Evening
GE_20230904_a-direction-0.results_17,sbc,False,0.49,0,19:38,19:38,7,Evening
GE_20230904_a-direction-0.results_19,bullseye_high_freq,True,0.5,1,19:38,19:38,4,Evening
GE_20230904_a-direction-0.results_20,sbc,True,0.49,0,19:38,19:38,4,Evening
GE_20230904_a-direction-0.results_21,bullseye_low_separate,False,0.49,2,19:38,19:38,5,Evening
GE_20230904_a-direction-0.results_22,checkerboard,False,0.5,2,19:38,19:38,5,Evening
GE_20230904_a-direction-0.results_23,bullseye_high_freq,False,0.5,1,19:38,19:39,7,Evening
GE_20230904_a-direction-0.results_24,whites_separate,True,0.51,0,19:39,19:39,3,Evening
GE_20230904_a-direction-0.results_25,strip,True,0.49,2,19:39,19:39,5,Evening
GE_20230904_a-direction-0.results_26,checkerboard,True,0.5,-2,19:39,19:39,5,Evening
GE_20230904_a-direction-0.results_27,whites_separate,False,0.51,-1,19:39,19:39,3,Evening
GE_20230904_a-direction-1.results_1,whites,True,0.51,2,19:39,19:39,2,Evening
GE_20230904_a-direction-1.results_3,checkerboard_separate,False,0.49,0,19:39,19:39,1,Evening
GE_20230904_a-direction-1.results_5,bullseye_low_separate,True,0.5,1,19:39,19:39,6,Evening
GE_20230904_a-direction-1.results_7,strip,True,0.5,2,19:39,19:39,3,Evening
GE_20230904_a-direction-1.results_9,bullseye_high_freq,True,0.51,2,19:39,19:39,8,Evening
GE_20230904_a-direction-1.results_11,checkerboard,True,0.51,2,19:40,19:40,2,Evening
GE_20230904_a-direction-1.results_13,sbc,True,0.5,0,19:40,19:40,10,Evening
GE_20230904_a-direction-1.results_15,checkerboard,False,0.51,2,19:40,19:40,4,Evening
GE_20230904_a-direction-1.results_17,strip,False,0.5,1,19:40,19:40,3,Evening
GE_20230904_a-direction-1.results_19,whites,False,0.51,0,19:40,19:40,1,Evening
GE_20230904_a-direction-1.results_20,sbc,False,0.5,0,19:40,19:40,2,Evening
GE_20230904_a-direction-1.results_21,sbc_separate,True,0.49,0,19:40,19:40,1,Evening
GE_20230904_a-direction-1.results_22,bullseye_high_freq,False,0.51,1,19:40,19:40,9,Evening
GE_20230904_a-direction-1.results_23,bullseye_low_separate,False,0.5,1,19:40,19:40,2,Evening
GE_20230904_a-direction-1.results_24,sbc_separate,False,0.49,1,19:40,19:41,5,Evening
GE_20230904_a-direction-1.results_25,whites_separate,False,0.49,-1,19:41,19:41,6,Evening
GE_20230904_a-direction-1.results_26,checkerboard_separate,True,0.49,0,19:41,19:41,3,Evening
GE_20230904_a-direction-1.results_27,whites_separate,True,0.49,0,19:41,19:41,6,Evening
SP_20230817_b-direction-1.results_1,checkerboard,False,0.51,-1,19:24,19:24,3,Evening
SP_20230817_b-direction-1.results_3,sbc,True,0.5,0,19:24,19:24,2,Evening
SP_20230817_b-direction-1.results_5,whites_separate,True,0.49,1,19:24,19:24,1,Evening
SP_20230817_b-direction-1.results_7,checkerboard,True,0.51,-1,19:24,19:24,2,Evening
SP_20230817_b-direction-1.results_9,strip,True,0.5,-1,19:24,19:24,1,Evening
SP_20230817_b-direction-1.results_11,bullseye_high_freq,True,0.51,0,19:24,19:24,2,Evening
SP_20230817_b-direction-1.results_13,whites,False,0.51,0,19:24,19:24,1,Evening
SP_20230817_b-direction-1.results_15,bullseye_low_separate,False,0.5,0,19:24,19:24,2,Evening
SP_20230817_b-direction-1.results_17,checkerboard_separate,True,0.49,-1,19:24,19:24,2,Evening
SP_20230817_b-direction-1.results_19,checkerboard_separate,False,0.49,0,19:24,19:24,2,Evening
SP_20230817_b-direction-1.results_20,sbc_separate,True,0.49,0,19:24,19:24,2,Evening
SP_20230817_b-direction-1.results_21,bullseye_high_freq,False,0.51,-1,19:24,19:24,1,Evening
SP_20230817_b-direction-1.results_22,bullseye_low_separate,True,0.5,-1,19:24,19:24,2,Evening
SP_20230817_b-direction-1.results_23,strip,False,0.5,-1,19:24,19:24,3,Evening
SP_20230817_b-direction-1.results_24,sbc_separate,False,0.49,1,19:24,19:25,2,Evening
SP_20230817_b-direction-1.results_25,whites_separate,False,0.49,1,19:25,19:25,1,Evening
SP_20230817_b-direction-1.results_26,whites,True,0.51,-1,19:25,19:25,1,Evening
SP_20230817_b-direction-1.results_27,sbc,False,0.5,1,19:25,19:25,3,Evening
SP_20230817_b-direction-0.results_1,bullseye_high_freq,False,0.5,0,19:23,19:23,2,Evening
SP_20230817_b-direction-0.results_3,checkerboard_separate,False,0.51,-1,19:23,19:23,5,Evening
SP_20230817_b-direction-0.results_5,whites_separate,True,0.51,1,19:23,19:23,2,Evening
SP_20230817_b-direction-0.results_7,sbc,False,0.49,0,19:23,19:23,2,Evening
