trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time,duration,time_of_day
YY_20230904_b-direction-1.results_25,bullseye_high_freq,True,0.51,1,19:09,19:09,7,Evening
YY_20230904_b-direction-1.results_26,whites,False,0.51,-1,19:09,19:09,4,Evening
YY_20230904_b-direction-1.results_27,whites,True,0.51,-1,19:09,19:09,4,Evening
YY_20230904_b-direction-2.results_1,bullseye_low_separate,True,0.51,2,19:09,19:09,2,Evening
YY_20230904_b-direction-2.results_3,strip,False,0.51,2,19:09,19:09,2,Evening
YY_20230904_b-direction-2.results_5,checkerboard,True,0.49,1,19:09,19:09,3,Evening
YY_20230904_b-direction-2.results_7,checkerboard_separate,False,0.5,1,19:09,19:09,4,Evening
YY_20230904_b-direction-2.results_9,bullseye_low_separate,False,0.51,1,19:09,19:10,2,Evening
YY_20230904_b-direction-2.results_11,strip,True,0.51,1,19:10,19:10,2,Evening
YY_20230904_b-direction-2.results_13,whites_separate,True,0.5,-1,19:10,19:10,2,Evening
YY_20230904_b-direction-2.results_15,sbc_separate,True,0.5,1,19:10,19:10,2,Evening
YY_20230904_b-direction-2.results_17,bullseye_high_freq,False,0.49,-1,19:10,19:10,6,Evening
YY_20230904_b-direction-2.results_19,sbc,True,0.51,-1,19:10,19:10,2,Evening
YY_20230904_b-direction-2.results_20,sbc_separate,False,0.5,-1,19:10,19:10,5,Evening
YY_20230904_b-direction-2.results_21,whites,False,0.49,-1,19:10,19:10,2,Evening
YY_20230904_b-direction-2.results_22,whites,True,0.49,1,19:10,19:10,2,Evening
YY_20230904_b-direction-2.results_23,checkerboard_separate,True,0.5,1,19:10,19:10,1,Evening
YY_20230904_b-direction-2.results_24,sbc,False,0.51,-1,19:10,19:10,3,Evening
YY_20230904_b-direction-2.results_25,bullseye_high_freq,True,0.49,1,19:10,19:10,2,Evening
YY_20230904_b-direction-2.results_26,checkerboard,False,0.49,1,19:10,19:10,1,Evening
YY_20230904_b-direction-2.results_27,whites_separate,False,0.5,-1,19:10,19:10,2,Evening
EW_20230817_b-direction-2.results_1,bullseye_high_freq,True,0.49,0,19:14,19:14,1,Evening
EW_20230817_b-direction-2.results_3,bullseye_low_separate,True,0.51,0,19:14,19:14,1,Evening
EW_20230817_b-direction-2.results_5,checkerboard_separate,True,0.5,0,19:14,19:14,1,Evening
EW_20230817_b-direction-2.results_7,sbc_separate,False,0.5,0,19:14,19:14,1,Evening
EW_20230817_b-direction-2.results_9,bullseye_low_separate,False,0.51,0,19:14,19:14,1,Evening
EW_20230817_b-direction-2.results_11,sbc_separate,True,0.5,0,19:14,19:14,1,Evening
EW_20230817_b-direction-2.results_13,checkerboard_separate,False,0.5,0,19:14,19:14,2,Evening
EW_20230817_b-direction-2.results_15,strip,False,0.51,0,19:14,19:14,6,Evening
EW_20230817_b-direction-2.results_17,bullseye_high_freq,False,0.49,0,19:14,19:14,2,Evening
EW_20230817_b-direction-2.results_19,whites,False,0.49,0,19:14,19:14,1,Evening
EW_20230817_b-direction-2.results_20,whites_separate,True,0.5,-1,19:14,19:14,4,Evening
EW_20230817_b-direction-2.results_21,checkerboard,False,0.49,0,19:14,19:14,2,Evening
EW_20230817_b-direction-2.results_22,whites,True,0.49,0,19:14,19:15,1,Evening
EW_20230817_b-direction-2.results_23,sbc,False,0.51,0,19:15,19:15,2,Evening
EW_20230817_b-direction-2.results_24,strip,True,0.51,0,19:15,19:15,3,Evening
EW_20230817_b-direction-2.results_25,checkerboard,True,0.49,1,19:15,19:15,2,Evening
EW_20230817_b-direction-2.results_26,whites_separate,False,0.5,-1,19:15,19:15,3,Evening
EW_20230817_b-direction-2.results_27,sbc,True,0.51,0,19:15,19:15,2,Evening
EW_20230817_b-direction-1.results_1,strip,False,0.5,1,19:12,19:12,5,Evening
EW_20230817_b-direction-1.results_3,bullseye_low_separate,False,0.5,0,19:12,19:12,17,Evening
EW_20230817_b-direction-1.results_5,checkerboard,False,0.51,1,19:12,19:12,5,Evening
EW_20230817_b-direction-1.results_7,sbc,True,0.5,0,19:12,19:12,4,Evening
EW_20230817_b-direction-1.results_9,whites,False,0.51,0,19:12,19:13,8,Evening
EW_20230817_b-direction-1.results_11,whites_separate,True,0.49,-1,19:13,19:13,4,Evening
EW_20230817_b-direction-1.results_13,sbc,False,0.5,0,19:13,19:13,7,Evening
EW_20230817_b-direction-1.results_15,bullseye_high_freq,True,0.51,0,19:13,19:13,1,Evening
EW_20230817_b-direction-1.results_17,checkerboard_separate,False,0.49,0,19:13,19:13,6,Evening
EW_20230817_b-direction-1.results_19,sbc_separate,True,0.49,0,19:13,19:13,5,Evening
EW_20230817_b-direction-1.results_20,strip,True,0.5,0,19:13,19:13,6,Evening
EW_20230817_b-direction-1.results_21,sbc_separate,False,0.49,0,19:13,19:13,1,Evening
EW_20230817_b-direction-1.results_22,bullseye_low_separate,True,0.5,0,19:13,19:13,1,Evening
EW_20230817_b-direction-1.results_23,whites_separate,False,0.49,0,19:13,19:13,6,Evening
EW_20230817_b-direction-1.results_24,checkerboard_separate,True,0.49,0,19:13,19:14,2,Evening
EW_20230817_b-direction-1.results_25,whites,True,0.51,0,19:14,19:14,7,Evening
EW_20230817_b-direction-1.results_26,checkerboard,True,0.51,1,19:14,19:14,6,Evening
EW_20230817_b-direction-1.results_27,bullseye_high_freq,False,0.51,0,19:14,19:14,2,Evening
EW_20230817_b-direction-0.results_1,sbc,True,0.49,0,19:09,19:09,14,Evening
EW_20230817_b-direction-0.results_3,sbc_separate,False,0.51,0,19:09,19:09,14,Evening
EW_20230817_b-direction-0.results_5,whites,True,0.5,-1,19:09,19:10,11,Evening
EW_20230817_b-direction-0.results_7,bullseye_high_freq,True,0.5,0,19:10,19:10,4,Evening
EW_20230817_b-direction-0.results_9,strip,True,0.49,1,19:10,19:10,10,Evening
EW_20230817_b-direction-0.results_11,checkerboard,False,0.5,0,19:10,19:10,3,Evening
EW_20230817_b-direction-0.results_13,whites,False,0.5,-1,19:10,19:10,9,Evening
EW_20230817_b-direction-0.results_15,checkerboard,True,0.5,0,19:10,19:11,8,Evening
EW_20230817_b-direction-0.results_17,checkerboard_separate,True,0.51,-1,19:11,19:11,10,Evening
EW_20230817_b-direction-0.results_19,whites_separate,True,0.51,0,19:11,19:11,8,Evening
EW_20230817_b-direction-0.results_20,bullseye_low_separate,False,0.49,0,19:11,19:11,4,Evening
EW_20230817_b-direction-0.results_21,whites_separate,False,0.51,-1,19:11,19:11,8,Evening
EW_20230817_b-direction-0.results_22,checkerboard_separate,False,0.51,0,19:11,19:11,7,Evening
EW_20230817_b-direction-0.results_23,bullseye_high_freq,False,0.5,0,19:11,19:11,3,Evening
EW_20230817_b-direction-0.results_24,sbc_separate,True,0.51,0,19:11,19:11,2,Evening
EW_20230817_b-direction-0.results_25,bullseye_low_separate,True,0.49,0,19:11,19:11,2,Evening
EW_20230817_b-direction-0.results_26,strip,False,0.49,1,19:11,19:12,11,Evening
EW_20230817_b-direction-0.results_27,sbc,False,0.49,-1,19:12,19:12,6,Evening
AP_20230811_b-direction-0.results_1,bullseye_low_separate,True,0.49,0,16:29,16:29,14,Afternoon
AP_20230811_b-direction-0.results_3,whites,True,0.5,-1,16:29,16:29,4,Afternoon
AP_20230811_b-direction-0.results_5,strip,True,0.49,1,16:29,16:29,15,Afternoon
AP_20230811_b-direction-0.results_7,sbc_separate,False,0.51,1,16:29,16:30,7,Afternoon
AP_20230811_b-direction-0.results_9,bullseye_high_freq,False,0.5,2,16:30,16:30,6,Afternoon
AP_20230811_b-direction-0.results_11,checkerboard_separate,True,0.51,1,16:30,16:30,5,Afternoon
AP_20230811_b-direction-0.results_13,strip,False,0.49,0,16:30,16:30,3,Afternoon
AP_20230811_b-direction-0.results_15,checkerboard,True,0.5,1,16:30,16:30,4,Afternoon
AP_20230811_b-direction-0.results_17,bullseye_high_freq,True,0.5,1,16:30,16:30,3,Afternoon
AP_20230811_b-direction-0.results_19,bullseye_low_separate,False,0.49,1,16:30,16:31,7,Afternoon
AP_20230811_b-direction-0.results_20,whites_separate,False,0.51,-1,16:31,16:31,6,Afternoon
AP_20230811_b-direction-0.results_21,checkerboard,False,0.5,2,16:31,16:31,4,Afternoon
AP_20230811_b-direction-0.results_22,sbc,False,0.49,-1,16:31,16:31,8,Afternoon
AP_20230811_b-direction-0.results_23,sbc_separate,True,0.51,-1,16:31,16:31,7,Afternoon
AP_20230811_b-direction-0.results_24,sbc,True,0.49,-1,16:31,16:31,4,Afternoon
AP_20230811_b-direction-0.results_25,checkerboard_separate,False,0.51,0,16:31,16:31,9,Afternoon
AP_20230811_b-direction-0.results_26,whites_separate,True,0.51,0,16:31,16:31,3,Afternoon
AP_20230811_b-direction-0.results_27,whites,False,0.5,1,16:31,16:31,6,Afternoon
AP_20230811_b-direction-1.results_1,whites_separate,False,0.49,-1,16:31,16:32,9,Afternoon
AP_20230811_b-direction-1.results_3,strip,True,0.5,-1,16:32,16:32,42,Afternoon
AP_20230811_b-direction-1.results_5,bullseye_high_freq,True,0.51,1,16:33,16:33,9,Afternoon
AP_20230811_b-direction-1.results_7,checkerboard_separate,False,0.49,1,16:33,16:33,4,Afternoon
AP_20230811_b-direction-1.results_9,checkerboard_separate,True,0.49,0,16:33,16:33,4,Afternoon
AP_20230811_b-direction-1.results_11,sbc,False,0.5,-2,16:33,16:33,8,Afternoon
AP_20230811_b-direction-1.results_13,bullseye_low_separate,False,0.5,1,16:33,16:33,4,Afternoon
AP_20230811_b-direction-1.results_15,sbc,True,0.5,-1,16:33,16:33,3,Afternoon
AP_20230811_b-direction-1.results_17,checkerboard,False,0.51,2,16:34,16:34,4,Afternoon
AP_20230811_b-direction-1.results_19,sbc_separate,True,0.49,-2,16:34,16:34,8,Afternoon
AP_20230811_b-direction-1.results_20,bullseye_low_separate,True,0.5,-1,16:34,16:34,14,Afternoon
AP_20230811_b-direction-1.results_21,whites,False,0.51,1,16:34,16:34,7,Afternoon
AP_20230811_b-direction-1.results_22,checkerboard,True,0.51,2,16:34,16:34,6,Afternoon
AP_20230811_b-direction-1.results_23,strip,False,0.5,-1,16:34,16:34,5,Afternoon
AP_20230811_b-direction-1.results_24,bullseye_high_freq,False,0.51,0,16:34,16:34,2,Afternoon
AP_20230811_b-direction-1.results_25,sbc_separate,False,0.49,-1,16:34,16:34,4,Afternoon
AP_20230811_b-direction-1.results_26,whites,True,0.51,0,16:34,16:34,3,Afternoon
AP_20230811_b-direction-1.results_27,whites_separate,True,0.49,-1,16:34,16:35,6,Afternoon
AP_20230811_b-direction-2.results_1,checkerboard_separate,True,0.5,1,16:36,16:36,6,Afternoon
AP_20230811_b-direction-2.results_3,strip,True,0.51,-1,16:36,16:36,3,Afternoon
AP_20230811_b-direction-2.results_5,sbc_separate,True,0.5,-1,16:36,16:36,5,Afternoon
AP_20230811_b-direction-2.results_7,whites_separate,True,0.5,-1,16:36,16:36,6,Afternoon
AP_20230811_b-direction-2.results_9,checkerboard,False,0.49,2,16:36,16:36,8,Afternoon
AP_20230811_b-direction-2.results_11,strip,False,0.51,0,16:36,16:37,14,Afternoon
AP_20230811_b-direction-2.results_13,sbc_separate,False,0.5,1,16:37,16:37,5,Afternoon
AP_20230811_b-direction-2.results_15,bullseye_high_freq,True,0.49,1,16:37,16:37,2,Afternoon
AP_20230811_b-direction-2.results_17,bullseye_low_separate,False,0.51,1,16:37,16:37,5,Afternoon
AP_20230811_b-direction-2.results_19,sbc,False,0.51,-1,16:37,16:37,13,Afternoon
AP_20230811_b-direction-2.results_20,whites,False,0.49,0,16:37,16:38,14,Afternoon
AP_20230811_b-direction-2.results_21,whites,True,0.49,0,16:38,16:38,3,Afternoon
AP_20230811_b-direction-2.results_22,bullseye_low_separate,True,0.51,1,16:38,16:38,2,Afternoon
AP_20230811_b-direction-2.results_23,sbc,True,0.51,-1,16:38,16:38,4,Afternoon
AP_20230811_b-direction-2.results_24,checkerboard_separate,False,0.5,1,16:38,16:38,5,Afternoon
AP_20230811_b-direction-2.results_25,checkerboard,True,0.49,1,16:38,16:38,2,Afternoon
AP_20230811_b-direction-2.results_26,bullseye_high_freq,False,0.49,1,16:38,16:38,4,Afternoon
AP_20230811_b-direction-2.results_27,whites_separate,False,0.5,-1,16:38,16:38,2,Afternoon
HA_20230808_b-direction-1.results_1,checkerboard_separate,True,0.49,2,14:59,14:59,3,Noon
HA_20230808_b-direction-1.results_3,sbc,True,0.5,-1,14:59,14:59,2,Noon
HA_20230808_b-direction-1.results_5,sbc_separate,True,0.49,0,14:59,14:59,9,Noon
HA_20230808_b-direction-1.results_7,sbc,False,0.5,-1,14:59,14:59,2,Noon
HA_20230808_b-direction-1.results_9,whites,True,0.51,1,14:59,14:59,4,Noon
HA_20230808_b-direction-1.results_11,bullseye_low_separate,True,0.5,1,15:00,15:00,2,Afternoon
HA_20230808_b-direction-1.results_13,bullseye_low_separate,False,0.5,2,15:00,15:00,2,Afternoon
HA_20230808_b-direction-1.results_15,whites,False,0.51,-1,15:00,15:00,3,Afternoon
HA_20230808_b-direction-1.results_17,whites_separate,True,0.49,1,15:00,15:00,2,Afternoon
HA_20230808_b-direction-1.results_19,whites_separate,False,0.49,-1,15:00,15:00,3,Afternoon
HA_20230808_b-direction-1.results_20,strip,True,0.5,2,15:00,15:00,2,Afternoon
HA_20230808_b-direction-1.results_21,checkerboard,False,0.51,2,15:00,15:00,2,Afternoon
HA_20230808_b-direction-1.results_22,checkerboard_separate,False,0.49,2,15:00,15:00,1,Afternoon
HA_20230808_b-direction-1.results_23,sbc_separate,False,0.49,-2,15:00,15:00,4,Afternoon
HA_20230808_b-direction-1.results_24,bullseye_high_freq,False,0.51,2,15:00,15:00,1,Afternoon
HA_20230808_b-direction-1.results_25,bullseye_high_freq,True,0.51,2,15:00,15:00,2,Afternoon
HA_20230808_b-direction-1.results_26,checkerboard,True,0.51,2,15:00,15:00,2,Afternoon
HA_20230808_b-direction-1.results_27,strip,False,0.5,2,15:00,15:00,1,Afternoon
HA_20230808_b-direction-2.results_1,checkerboard_separate,True,0.5,2,15:00,15:00,2,Afternoon
HA_20230808_b-direction-2.results_3,strip,False,0.51,2,15:00,15:00,1,Afternoon
HA_20230808_b-direction-2.results_5,whites_separate,False,0.5,-1,15:00,15:00,3,Afternoon
HA_20230808_b-direction-2.results_7,checkerboard,False,0.49,2,15:00,15:00,2,Afternoon
HA_20230808_b-direction-2.results_9,sbc,True,0.51,-1,15:01,15:01,1,Afternoon
HA_20230808_b-direction-2.results_11,sbc,False,0.51,-2,15:01,15:01,2,Afternoon
HA_20230808_b-direction-2.results_13,bullseye_high_freq,True,0.49,2,15:01,15:01,3,Afternoon
HA_20230808_b-direction-2.results_15,whites,False,0.49,-1,15:01,15:01,2,Afternoon
HA_20230808_b-direction-2.results_17,strip,True,0.51,2,15:01,15:01,1,Afternoon
HA_20230808_b-direction-2.results_19,bullseye_high_freq,False,0.49,2,15:01,15:01,2,Afternoon
HA_20230808_b-direction-2.results_20,whites,True,0.49,1,15:01,15:01,2,Afternoon
HA_20230808_b-direction-2.results_21,checkerboard,True,0.49,2,15:01,15:01,2,Afternoon
HA_20230808_b-direction-2.results_22,sbc_separate,False,0.5,-1,15:01,15:01,2,Afternoon
HA_20230808_b-direction-2.results_23,bullseye_low_separate,False,0.51,2,15:01,15:01,2,Afternoon
HA_20230808_b-direction-2.results_24,checkerboard_separate,False,0.5,2,15:01,15:01,2,Afternoon
HA_20230808_b-direction-2.results_25,bullseye_low_separate,True,0.51,2,15:01,15:01,3,Afternoon
HA_20230808_b-direction-2.results_26,sbc_separate,True,0.5,-1,15:01,15:01,2,Afternoon
HA_20230808_b-direction-2.results_27,whites_separate,True,0.5,1,15:01,15:01,6,Afternoon
HA_20230808_b-direction-0.results_1,bullseye_low_separate,True,0.49,1,14:57,14:57,11,Noon
HA_20230808_b-direction-0.results_3,sbc_separate,False,0.51,-1,14:57,14:58,6,Noon
HA_20230808_b-direction-0.results_5,checkerboard,False,0.5,2,14:58,14:58,3,Noon
HA_20230808_b-direction-0.results_7,bullseye_low_separate,False,0.49,1,14:58,14:58,4,Noon
HA_20230808_b-direction-0.results_9,whites,False,0.5,-1,14:58,14:58,17,Noon
HA_20230808_b-direction-0.results_11,sbc,True,0.49,-1,14:58,14:58,6,Noon
HA_20230808_b-direction-0.results_13,checkerboard,True,0.5,2,14:58,14:58,1,Noon
HA_20230808_b-direction-0.results_15,checkerboard_separate,False,0.51,2,14:58,14:58,3,Noon
HA_20230808_b-direction-0.results_17,checkerboard_separate,True,0.51,1,14:58,14:58,1,Noon
HA_20230808_b-direction-0.results_19,strip,True,0.49,1,14:58,14:59,3,Noon
HA_20230808_b-direction-0.results_20,bullseye_high_freq,True,0.5,2,14:59,14:59,2,Noon
HA_20230808_b-direction-0.results_21,sbc_separate,True,0.51,-1,14:59,14:59,7,Noon
HA_20230808_b-direction-0.results_22,sbc,False,0.49,-1,14:59,14:59,1,Noon
HA_20230808_b-direction-0.results_23,whites,True,0.5,1,14:59,14:59,6,Noon
HA_20230808_b-direction-0.results_24,strip,False,0.49,1,14:59,14:59,1,Noon
HA_20230808_b-direction-0.results_25,bullseye_high_freq,False,0.5,1,14:59,14:59,3,Noon
HA_20230808_b-direction-0.results_26,whites_separate,False,0.51,-1,14:59,14:59,2,Noon
HA_20230808_b-direction-0.results_27,whites_separate,True,0.51,1,14:59,14:59,3,Noon
MA_20230904_a-direction-1.results_1,bullseye_high_freq,False,0.51,2,17:22,17:22,13,Afternoon
MA_20230904_a-direction-1.results_3,sbc_separate,True,0.49,-1,17:23,17:23,12,Afternoon
MA_20230904_a-direction-1.results_5,checkerboard_separate,False,0.49,1,17:23,17:23,7,Afternoon
MA_20230904_a-direction-1.results_7,sbc,True,0.5,-1,17:23,17:23,7,Afternoon
MA_20230904_a-direction-1.results_9,whites_separate,False,0.49,-2,17:23,17:23,3,Afternoon
MA_20230904_a-direction-1.results_11,bullseye_low_separate,True,0.5,-1,17:23,17:24,18,Afternoon
MA_20230904_a-direction-1.results_13,whites,True,0.51,-2,17:24,17:24,5,Afternoon
MA_20230904_a-direction-1.results_15,checkerboard,False,0.51,2,17:24,17:24,12,Afternoon
MA_20230904_a-direction-1.results_17,sbc,False,0.5,-1,17:25,17:25,6,Afternoon
MA_20230904_a-direction-1.results_19,whites_separate,True,0.49,-2,17:25,17:25,5,Afternoon
MA_20230904_a-direction-1.results_20,whites,False,0.51,-2,17:25,17:25,6,Afternoon
MA_20230904_a-direction-1.results_21,bullseye_low_separate,False,0.5,-1,17:25,17:25,5,Afternoon
MA_20230904_a-direction-1.results_22,strip,True,0.5,2,17:25,17:25,11,Afternoon
MA_20230904_a-direction-1.results_23,checkerboard_separate,True,0.49,-2,17:25,17:25,12,Afternoon
MA_20230904_a-direction-1.results_24,sbc_separate,False,0.49,-1,17:25,17:26,9,Afternoon
MA_20230904_a-direction-1.results_25,bullseye_high_freq,True,0.51,-1,17:26,17:26,15,Afternoon
MA_20230904_a-direction-1.results_26,strip,False,0.5,1,17:26,17:26,17,Afternoon
MA_20230904_a-direction-1.results_27,checkerboard,True,0.51,2,17:26,17:26,7,Afternoon
MA_20230904_a-direction-2.results_1,sbc,True,0.51,-2,17:26,17:27,19,Afternoon
MA_20230904_a-direction-2.results_3,strip,False,0.51,2,17:27,17:27,36,Afternoon
MA_20230904_a-direction-2.results_5,checkerboard,True,0.49,2,17:27,17:27,4,Afternoon
MA_20230904_a-direction-2.results_7,whites_separate,True,0.5,-2,17:27,17:27,4,Afternoon
MA_20230904_a-direction-2.results_9,sbc_separate,False,0.5,-1,17:28,17:28,3,Afternoon
MA_20230904_a-direction-2.results_11,bullseye_low_separate,True,0.51,-1,17:28,17:28,13,Afternoon
MA_20230904_a-direction-2.results_13,checkerboard_separate,False,0.5,-1,17:29,17:29,7,Afternoon
MA_20230904_a-direction-2.results_15,bullseye_low_separate,False,0.51,-1,17:29,17:29,11,Afternoon
MA_20230904_a-direction-2.results_17,whites,False,0.49,-2,17:29,17:29,3,Afternoon
MA_20230904_a-direction-2.results_19,sbc_separate,True,0.5,-1,17:29,17:29,4,Afternoon
MA_20230904_a-direction-2.results_20,bullseye_high_freq,True,0.49,1,17:29,17:29,2,Afternoon
MA_20230904_a-direction-2.results_21,checkerboard,False,0.49,2,17:29,17:30,11,Afternoon
MA_20230904_a-direction-2.results_22,whites,True,0.49,-2,17:30,17:30,5,Afternoon
MA_20230904_a-direction-2.results_23,bullseye_high_freq,False,0.49,-1,17:30,17:30,4,Afternoon
MA_20230904_a-direction-2.results_24,whites_separate,False,0.5,-2,17:30,17:30,2,Afternoon
MA_20230904_a-direction-2.results_25,sbc,False,0.51,-1,17:30,17:30,5,Afternoon
MA_20230904_a-direction-2.results_26,checkerboard_separate,True,0.5,-2,17:30,17:30,12,Afternoon
MA_20230904_a-direction-2.results_27,strip,True,0.51,1,17:30,17:30,5,Afternoon
MA_20230904_a-direction-0.results_1,whites_separate,True,0.51,-2,17:16,17:16,15,Afternoon
MA_20230904_a-direction-0.results_3,sbc,False,0.49,-1,17:17,17:17,10,Afternoon
MA_20230904_a-direction-0.results_5,checkerboard,False,0.5,0,17:17,17:17,22,Afternoon
MA_20230904_a-direction-0.results_7,checkerboard,True,0.5,0,17:17,17:18,12,Afternoon
MA_20230904_a-direction-0.results_9,strip,True,0.49,1,17:18,17:18,14,Afternoon
MA_20230904_a-direction-0.results_11,whites,False,0.5,-1,17:18,17:18,15,Afternoon
MA_20230904_a-direction-0.results_13,whites,True,0.5,-2,17:19,17:19,5,Afternoon
MA_20230904_a-direction-0.results_15,strip,False,0.49,1,17:19,17:19,8,Afternoon
