trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time,duration,expected_catch_trial_response,tolerated_expected_catch_trial_response
EW_20230817_b-direction-0.results_18,catch_trial_black_1,False,0.0,-1,19:11,19:11,3,0,1
AP_20230811_b-direction-0.results_0,catch_trial_black_1,False,0.0,-2,16:29,16:29,7,1,1
AP_20230811_b-direction-0.results_2,catch_trial_black_2,False,0.0,-1,16:29,16:29,4,1,1
AP_20230811_b-direction-0.results_4,catch_trial_black_4,False,0.0,1,16:29,16:29,7,1,1
AP_20230811_b-direction-0.results_6,catch_trial_black_3,False,0.0,0,16:29,16:29,2,1,1
AP_20230811_b-direction-0.results_8,catch_trial_white_5,False,0.0,2,16:30,16:30,11,1,1
AP_20230811_b-direction-0.results_10,catch_trial_white_3,False,0.0,0,16:30,16:30,8,1,1
AP_20230811_b-direction-0.results_12,catch_trial_white_4,False,0.0,1,16:30,16:30,7,1,1
AP_20230811_b-direction-0.results_14,catch_trial_black_5,False,0.0,-1,16:30,16:30,3,0,0
AP_20230811_b-direction-0.results_16,catch_trial_white_1,False,0.0,-1,16:30,16:30,3,0,1
AP_20230811_b-direction-0.results_18,catch_trial_white_2,False,0.0,-1,16:30,16:30,3,1,1
AP_20230811_b-direction-1.results_0,catch_trial_black_5,False,0.0,2,16:31,16:31,5,1,1
AP_20230811_b-direction-1.results_2,catch_trial_white_1,False,0.0,-2,16:32,16:32,5,1,1
AP_20230811_b-direction-1.results_4,catch_trial_black_2,False,0.0,-1,16:32,16:33,8,1,1
AP_20230811_b-direction-1.results_6,catch_trial_white_4,False,0.0,2,16:33,16:33,5,0,1
AP_20230811_b-direction-1.results_8,catch_trial_white_3,False,0.0,0,16:33,16:33,4,1,1
AP_20230811_b-direction-1.results_10,catch_trial_black_4,False,0.0,1,16:33,16:33,8,1,1
AP_20230811_b-direction-1.results_12,catch_trial_black_3,False,0.0,0,16:33,16:33,4,1,1
AP_20230811_b-direction-1.results_14,catch_trial_white_2,False,0.0,-2,16:33,16:33,4,0,1
AP_20230811_b-direction-1.results_16,catch_trial_white_5,False,0.0,2,16:33,16:34,3,1,1
AP_20230811_b-direction-1.results_18,catch_trial_black_1,False,0.0,-2,16:34,16:34,4,1,1
AP_20230811_b-direction-2.results_0,catch_trial_black_1,False,0.0,-2,16:36,16:36,3,1,1
AP_20230811_b-direction-2.results_2,catch_trial_black_5,False,0.0,2,16:36,16:36,2,1,1
AP_20230811_b-direction-2.results_4,catch_trial_white_4,False,0.0,2,16:36,16:36,3,0,1
AP_20230811_b-direction-2.results_6,catch_trial_black_3,False,0.0,0,16:36,16:36,5,1,1
AP_20230811_b-direction-2.results_8,catch_trial_white_1,False,0.0,2,16:36,16:36,3,0,0
AP_20230811_b-direction-2.results_10,catch_trial_white_5,False,0.0,2,16:36,16:36,2,1,1
AP_20230811_b-direction-2.results_12,catch_trial_white_2,False,0.0,-2,16:37,16:37,8,0,1
AP_20230811_b-direction-2.results_14,catch_trial_black_4,False,0.0,1,16:37,16:37,6,1,1
AP_20230811_b-direction-2.results_16,catch_trial_white_3,False,0.0,0,16:37,16:37,4,1,1
AP_20230811_b-direction-2.results_18,catch_trial_black_2,False,0.0,-1,16:37,16:37,4,1,1
HA_20230808_b-direction-1.results_0,catch_trial_white_5,False,0.0,2,14:59,14:59,1,1,1
HA_20230808_b-direction-1.results_2,catch_trial_black_3,False,0.0,0,14:59,14:59,2,1,1
HA_20230808_b-direction-1.results_4,catch_trial_white_4,False,0.0,1,14:59,14:59,2,1,1
HA_20230808_b-direction-1.results_6,catch_trial_black_1,False,0.0,-1,14:59,14:59,2,0,1
HA_20230808_b-direction-1.results_8,catch_trial_white_3,False,0.0,0,14:59,14:59,4,1,1
HA_20230808_b-direction-1.results_10,catch_trial_white_2,False,0.0,-2,14:59,15:00,2,0,1
HA_20230808_b-direction-1.results_12,catch_trial_black_2,False,0.0,-1,15:00,15:00,2,1,1
HA_20230808_b-direction-1.results_14,catch_trial_black_4,False,0.0,2,15:00,15:00,3,0,1
HA_20230808_b-direction-1.results_16,catch_trial_black_5,False,0.0,2,15:00,15:00,4,1,1
HA_20230808_b-direction-1.results_18,catch_trial_white_1,False,0.0,-1,15:00,15:00,2,0,1
HA_20230808_b-direction-2.results_0,catch_trial_black_3,False,0.0,1,15:00,15:00,3,0,1
HA_20230808_b-direction-2.results_2,catch_trial_white_5,False,0.0,2,15:00,15:00,2,1,1
HA_20230808_b-direction-2.results_4,catch_trial_white_1,False,0.0,-2,15:00,15:00,1,1,1
HA_20230808_b-direction-2.results_6,catch_trial_black_4,False,0.0,1,15:00,15:00,3,1,1
HA_20230808_b-direction-2.results_8,catch_trial_white_3,False,0.0,0,15:00,15:01,4,1,1
HA_20230808_b-direction-2.results_10,catch_trial_black_1,False,0.0,-2,15:01,15:01,1,1,1
HA_20230808_b-direction-2.results_12,catch_trial_white_4,False,0.0,1,15:01,15:01,2,1,1
HA_20230808_b-direction-2.results_14,catch_trial_black_5,False,0.0,2,15:01,15:01,4,1,1
HA_20230808_b-direction-2.results_16,catch_trial_white_2,False,0.0,-1,15:01,15:01,2,1,1
HA_20230808_b-direction-2.results_18,catch_trial_black_2,False,0.0,-2,15:01,15:01,2,0,1
HA_20230808_b-direction-0.results_0,catch_trial_white_1,False,0.0,-2,14:57,14:57,4,1,1
HA_20230808_b-direction-0.results_2,catch_trial_black_1,False,0.0,-2,14:57,14:57,3,1,1
HA_20230808_b-direction-0.results_4,catch_trial_black_4,False,0.0,2,14:58,14:58,2,0,1
HA_20230808_b-direction-0.results_6,catch_trial_black_3,False,0.0,0,14:58,14:58,2,1,1
HA_20230808_b-direction-0.results_8,catch_trial_white_5,False,0.0,1,14:58,14:58,3,0,1
HA_20230808_b-direction-0.results_10,catch_trial_black_5,False,0.0,2,14:58,14:58,4,1,1
HA_20230808_b-direction-0.results_12,catch_trial_white_4,False,0.0,0,14:58,14:58,2,0,1
HA_20230808_b-direction-0.results_14,catch_trial_white_3,False,0.0,0,14:58,14:58,2,1,1
HA_20230808_b-direction-0.results_16,catch_trial_white_2,False,0.0,-1,14:58,14:58,2,1,1
HA_20230808_b-direction-0.results_18,catch_trial_black_2,False,0.0,-1,14:58,14:58,4,1,1
MA_20230904_a-direction-1.results_0,catch_trial_white_3,False,0.0,-1,17:22,17:22,21,0,1
MA_20230904_a-direction-1.results_2,catch_trial_black_3,False,0.0,0,17:22,17:23,24,1,1
MA_20230904_a-direction-1.results_4,catch_trial_black_1,False,0.0,-2,17:23,17:23,2,1,1
MA_20230904_a-direction-1.results_6,catch_trial_white_1,False,0.0,-2,17:23,17:23,4,1,1
MA_20230904_a-direction-1.results_8,catch_trial_white_4,False,0.0,2,17:23,17:23,4,0,1
MA_20230904_a-direction-1.results_10,catch_trial_white_5,False,0.0,2,17:23,17:23,2,1,1
MA_20230904_a-direction-1.results_12,catch_trial_black_2,False,0.0,-2,17:24,17:24,11,0,1
MA_20230904_a-direction-1.results_14,catch_trial_black_5,False,0.0,2,17:24,17:24,12,1,1
MA_20230904_a-direction-1.results_16,catch_trial_black_4,False,0.0,2,17:24,17:25,6,0,1
MA_20230904_a-direction-1.results_18,catch_trial_white_2,False,0.0,-2,17:25,17:25,4,0,1
MA_20230904_a-direction-2.results_0,catch_trial_black_1,False,0.0,-2,17:26,17:26,3,1,1
MA_20230904_a-direction-2.results_2,catch_trial_black_5,False,0.0,2,17:27,17:27,1,1,1
MA_20230904_a-direction-2.results_4,catch_trial_white_1,False,0.0,-2,17:27,17:27,2,1,1
MA_20230904_a-direction-2.results_6,catch_trial_white_2,False,0.0,-2,17:27,17:27,3,0,1
MA_20230904_a-direction-2.results_8,catch_trial_black_2,False,0.0,-2,17:27,17:28,8,0,1
MA_20230904_a-direction-2.results_10,catch_trial_black_4,False,0.0,2,17:28,17:28,37,0,1
MA_20230904_a-direction-2.results_12,catch_trial_white_3,False,0.0,0,17:28,17:29,8,1,1
MA_20230904_a-direction-2.results_14,catch_trial_black_3,False,0.0,0,17:29,17:29,15,1,1
MA_20230904_a-direction-2.results_16,catch_trial_white_4,False,0.0,2,17:29,17:29,3,0,1
MA_20230904_a-direction-2.results_18,catch_trial_white_5,False,0.0,2,17:29,17:29,2,1,1
MA_20230904_a-direction-0.results_0,catch_trial_white_4,False,0.0,2,17:16,17:16,10,0,1
MA_20230904_a-direction-0.results_2,catch_trial_black_2,False,0.0,-2,17:16,17:17,9,0,1
MA_20230904_a-direction-0.results_4,catch_trial_black_5,False,0.0,2,17:17,17:17,9,1,1
MA_20230904_a-direction-0.results_6,catch_trial_white_5,False,0.0,2,17:17,17:17,8,1,1
MA_20230904_a-direction-0.results_8,catch_trial_white_2,False,0.0,-1,17:18,17:18,10,1,1
MA_20230904_a-direction-0.results_10,catch_trial_black_3,False,0.0,0,17:18,17:18,13,1,1
MA_20230904_a-direction-0.results_12,catch_trial_white_1,False,0.0,-2,17:18,17:19,5,1,1
MA_20230904_a-direction-0.results_14,catch_trial_black_4,False,0.0,2,17:19,17:19,12,0,1
MA_20230904_a-direction-0.results_16,catch_trial_white_3,False,0.0,-1,17:19,17:19,10,0,1
MA_20230904_a-direction-0.results_18,catch_trial_black_1,False,0.0,-2,17:19,17:19,4,1,1
JP_20230811_b-direction-0.results_0,catch_trial_white_5,False,0.0,2,15:48,15:49,11,1,1
JP_20230811_b-direction-0.results_2,catch_trial_black_4,False,0.0,1,15:49,15:49,7,1,1
JP_20230811_b-direction-0.results_4,catch_trial_black_3,False,0.0,0,15:49,15:49,3,1,1
JP_20230811_b-direction-0.results_6,catch_trial_black_2,False,0.0,0,15:49,15:49,3,0,1
JP_20230811_b-direction-0.results_8,catch_trial_white_3,False,0.0,0,15:49,15:49,4,1,1
JP_20230811_b-direction-0.results_10,catch_trial_white_2,False,0.0,-1,15:49,15:50,6,1,1
JP_20230811_b-direction-0.results_12,catch_trial_black_1,False,0.0,-1,15:50,15:50,14,0,1
JP_20230811_b-direction-0.results_14,catch_trial_white_1,False,0.0,-2,15:50,15:50,9,1,1
JP_20230811_b-direction-0.results_16,catch_trial_white_4,False,0.0,0,15:50,15:50,4,0,1
JP_20230811_b-direction-0.results_18,catch_trial_black_5,False,0.0,2,15:50,15:51,11,1,1
JP_20230811_b-direction-2.results_0,catch_trial_white_2,False,0.0,-1,15:58,15:58,3,1,1
JP_20230811_b-direction-2.results_2,catch_trial_black_2,False,0.0,0,15:58,15:58,28,0,1
JP_20230811_b-direction-2.results_4,catch_trial_black_4,False,0.0,1,15:58,15:58,8,1,1
JP_20230811_b-direction-2.results_6,catch_trial_white_4,False,0.0,1,15:59,15:59,6,1,1
JP_20230811_b-direction-2.results_8,catch_trial_white_5,False,0.0,2,15:59,15:59,5,1,1
JP_20230811_b-direction-2.results_10,catch_trial_black_3,False,0.0,1,15:59,15:59,11,0,1
JP_20230811_b-direction-2.results_12,catch_trial_white_3,False,0.0,0,16:00,16:00,17,1,1
JP_20230811_b-direction-2.results_14,catch_trial_white_1,False,0.0,-1,16:00,16:00,2,0,1
JP_20230811_b-direction-2.results_16,catch_trial_black_5,False,0.0,1,16:00,16:00,2,0,1
JP_20230811_b-direction-2.results_18,catch_trial_black_1,False,0.0,-1,16:00,16:00,13,0,1
JP_20230811_b-direction-1.results_0,catch_trial_black_5,False,0.0,1,15:53,15:53,7,0,1
JP_20230811_b-direction-1.results_2,catch_trial_white_2,False,0.0,-1,15:53,15:53,7,1,1
JP_20230811_b-direction-1.results_4,catch_trial_black_2,False,0.0,-2,15:53,15:53,6,0,1
JP_20230811_b-direction-1.results_6,catch_trial_black_4,False,0.0,1,15:54,15:54,7,1,1
JP_20230811_b-direction-1.results_8,catch_trial_black_3,False,0.0,0,15:54,15:54,5,1,1
JP_20230811_b-direction-1.results_10,catch_trial_white_1,False,0.0,-1,15:54,15:54,5,0,1
JP_20230811_b-direction-1.results_12,catch_trial_black_1,False,0.0,-1,15:55,15:55,10,0,1
JP_20230811_b-direction-1.results_14,catch_trial_white_4,False,0.0,1,15:55,15:55,6,1,1
JP_20230811_b-direction-1.results_16,catch_trial_white_3,False,0.0,0,15:55,15:56,9,1,1
JP_20230811_b-direction-1.results_18,catch_trial_white_5,False,0.0,2,15:56,15:56,4,1,1
JV_20230808_b-direction-0.results_0,catch_trial_black_3,False,0.0,0,14:25,14:25,5,1,1
JV_20230808_b-direction-0.results_2,catch_trial_white_3,False,0.0,0,14:25,14:25,7,1,1
JV_20230808_b-direction-0.results_4,catch_trial_white_2,False,0.0,-1,14:25,14:25,2,1,1
JV_20230808_b-direction-0.results_6,catch_trial_black_4,False,0.0,2,14:25,14:26,11,0,1
JV_20230808_b-direction-0.results_8,catch_trial_black_5,False,0.0,2,14:26,14:26,2,1,1
JV_20230808_b-direction-0.results_10,catch_trial_white_4,False,0.0,1,14:26,14:26,2,1,1
JV_20230808_b-direction-0.results_12,catch_trial_black_2,False,0.0,-1,14:26,14:26,2,1,1
JV_20230808_b-direction-0.results_14,catch_trial_black_1,False,0.0,-2,14:26,14:26,1,1,1
JV_20230808_b-direction-0.results_16,catch_trial_white_1,False,0.0,-2,14:26,14:26,2,1,1
JV_20230808_b-direction-0.results_18,catch_trial_white_5,False,0.0,2,14:26,14:26,2,1,1
JV_20230808_b-direction-1.results_0,catch_trial_black_3,False,0.0,1,14:27,14:27,4,0,1
JV_20230808_b-direction-1.results_2,catch_trial_black_1,False,0.0,-2,14:27,14:27,2,1,1
JV_20230808_b-direction-1.results_4,catch_trial_black_4,False,0.0,2,14:27,14:27,1,0,1
JV_20230808_b-direction-1.results_6,catch_trial_white_2,False,0.0,-1,14:27,14:27,2,1,1
JV_20230808_b-direction-1.results_8,catch_trial_white_3,False,0.0,0,14:27,14:27,2,1,1
JV_20230808_b-direction-1.results_10,catch_trial_white_4,False,0.0,1,14:27,14:28,2,1,1
JV_20230808_b-direction-1.results_12,catch_trial_white_1,False,0.0,-2,14:28,14:28,2,1,1
JV_20230808_b-direction-1.results_14,catch_trial_white_5,False,0.0,1,14:28,14:28,1,0,1
JV_20230808_b-direction-1.results_16,catch_trial_black_5,False,0.0,2,14:28,14:28,1,1,1
JV_20230808_b-direction-1.results_18,catch_trial_black_2,False,0.0,-1,14:28,14:28,2,1,1
JV_20230808_b-direction-2.results_0,catch_trial_black_5,False,0.0,2,14:29,14:29,2,1,1
JV_20230808_b-direction-2.results_2,catch_trial_black_3,False,0.0,0,14:29,14:29,2,1,1
JV_20230808_b-direction-2.results_4,catch_trial_white_5,False,0.0,2,14:29,14:29,2,1,1
JV_20230808_b-direction-2.results_6,catch_trial_white_2,False,0.0,-2,14:29,14:30,12,0,1
JV_20230808_b-direction-2.results_8,catch_trial_black_2,False,0.0,-2,14:30,14:30,2,0,1
JV_20230808_b-direction-2.results_10,catch_trial_white_3,False,0.0,0,14:30,14:30,4,1,1
JV_20230808_b-direction-2.results_12,catch_trial_black_1,False,0.0,-2,14:30,14:30,4,1,1
JV_20230808_b-direction-2.results_14,catch_trial_black_4,False,0.0,1,14:30,14:30,3,1,1
JV_20230808_b-direction-2.results_16,catch_trial_white_1,False,0.0,-2,14:30,14:31,6,1,1
JV_20230808_b-direction-2.results_18,catch_trial_white_4,False,0.0,1,14:31,14:31,3,1,1
KF_20230810_a-direction-0.results_0,catch_trial_white_5,False,0.0,2,11:16,11:17,87,1,1
KF_20230810_a-direction-0.results_2,catch_trial_white_4,False,0.0,2,11:17,11:17,4,0,1
KF_20230810_a-direction-0.results_4,catch_trial_black_5,False,0.0,2,11:17,11:17,4,1,1
KF_20230810_a-direction-0.results_6,catch_trial_black_2,False,0.0,-2,11:18,11:18,4,0,1
KF_20230810_a-direction-0.results_8,catch_trial_white_3,False,0.0,1,11:18,11:18,4,0,1
KF_20230810_a-direction-0.results_10,catch_trial_black_3,False,0.0,1,11:18,11:18,2,0,1
KF_20230810_a-direction-0.results_12,catch_trial_black_4,False,0.0,2,11:18,11:18,3,0,1
KF_20230810_a-direction-0.results_14,catch_trial_white_2,False,0.0,-2,11:18,11:18,4,0,1
KF_20230810_a-direction-0.results_16,catch_trial_white_1,False,0.0,-2,11:18,11:18,2,1,1
KF_20230810_a-direction-0.results_18,catch_trial_black_1,False,0.0,-2,11:18,11:19,2,1,1
KF_20230810_a-direction-1.results_0,catch_trial_black_5,False,0.0,2,11:20,11:20,4,1,1
KF_20230810_a-direction-1.results_2,catch_trial_white_2,False,0.0,-2,11:20,11:20,2,0,1
KF_20230810_a-direction-1.results_4,catch_trial_white_3,False,0.0,-2,11:20,11:20,2,0,0
KF_20230810_a-direction-1.results_6,catch_trial_white_5,False,0.0,2,11:20,11:20,2,1,1
KF_20230810_a-direction-1.results_8,catch_trial_black_2,False,0.0,-2,11:20,11:20,4,0,1
KF_20230810_a-direction-1.results_10,catch_trial_white_4,False,0.0,2,11:20,11:20,5,0,1
KF_20230810_a-direction-1.results_12,catch_trial_black_4,False,0.0,2,11:21,11:21,4,0,1
KF_20230810_a-direction-1.results_14,catch_trial_white_1,False,0.0,-2,11:21,11:21,2,1,1
KF_20230810_a-direction-1.results_16,catch_trial_black_3,False,0.0,-2,11:21,11:21,2,0,0
KF_20230810_a-direction-1.results_18,catch_trial_black_1,False,0.0,-2,11:21,11:21,2,1,1
KF_20230810_a-direction-2.results_0,catch_trial_white_5,False,0.0,2,11:21,11:22,2,1,1
KF_20230810_a-direction-2.results_2,catch_trial_black_2,False,0.0,-2,11:22,11:22,2,0,1
KF_20230810_a-direction-2.results_4,catch_trial_white_3,False,0.0,-2,11:22,11:22,3,0,0
KF_20230810_a-direction-2.results_6,catch_trial_black_1,False,0.0,-2,11:22,11:22,6,1,1
KF_20230810_a-direction-2.results_8,catch_trial_black_4,False,0.0,2,11:22,11:22,2,0,1
KF_20230810_a-direction-2.results_10,catch_trial_white_1,False,0.0,-2,11:22,11:22,2,1,1
KF_20230810_a-direction-2.results_12,catch_trial_white_4,False,0.0,2,11:22,11:22,2,0,1
KF_20230810_a-direction-2.results_14,catch_trial_white_2,False,0.0,-1,11:22,11:23,5,1,1
KF_20230810_a-direction-2.results_16,catch_trial_black_5,False,0.0,2,11:23,11:23,2,1,1
KF_20230810_a-direction-2.results_18,catch_trial_black_3,False,0.0,-2,11:23,11:23,2,0,0
TT_20230811_a-direction-2.results_0,catch_trial_black_2,False,0.0,-1,15:03,15:03,9,1,1
TT_20230811_a-direction-2.results_2,catch_trial_black_1,False,0.0,-2,15:03,15:03,1,1,1
TT_20230811_a-direction-2.results_4,catch_trial_white_5,False,0.0,2,15:03,15:03,3,1,1
TT_20230811_a-direction-2.results_6,catch_trial_white_2,False,0.0,-2,15:03,15:04,3,0,1
TT_20230811_a-direction-2.results_8,catch_trial_black_3,False,0.0,0,15:04,15:04,14,1,1
TT_20230811_a-direction-2.results_10,catch_trial_white_4,False,0.0,1,15:04,15:04,2,1,1
TT_20230811_a-direction-2.results_12,catch_trial_black_4,False,0.0,2,15:04,15:04,2,0,1
TT_20230811_a-direction-2.results_14,catch_trial_black_5,False,0.0,2,15:04,15:04,2,1,1
TT_20230811_a-direction-2.results_16,catch_trial_white_1,False,0.0,-2,15:04,15:04,2,1,1
TT_20230811_a-direction-2.results_18,catch_trial_white_3,False,0.0,0,15:04,15:04,2,1,1
TT_20230811_a-direction-0.results_0,catch_trial_black_3,False,0.0,-1,14:58,14:58,12,0,1
TT_20230811_a-direction-0.results_2,catch_trial_white_2,False,0.0,-2,14:58,14:58,6,0,1
TT_20230811_a-direction-0.results_4,catch_trial_black_4,False,0.0,2,14:58,14:58,5,0,1
TT_20230811_a-direction-0.results_6,catch_trial_white_4,False,0.0,2,14:59,14:59,4,0,1
TT_20230811_a-direction-0.results_8,catch_trial_black_1,False,0.0,-2,14:59,14:59,3,1,1
TT_20230811_a-direction-0.results_10,catch_trial_black_2,False,0.0,-1,14:59,14:59,7,1,1
TT_20230811_a-direction-0.results_12,catch_trial_black_5,False,0.0,2,14:59,14:59,2,1,1
TT_20230811_a-direction-0.results_14,catch_trial_white_1,False,0.0,-2,14:59,14:59,4,1,1
TT_20230811_a-direction-0.results_16,catch_trial_white_5,False,0.0,2,14:59,15:00,2,1,1
TT_20230811_a-direction-0.results_18,catch_trial_white_3,False,0.0,0,15:00,15:00,2,1,1
TT_20230811_a-direction-1.results_0,catch_trial_black_3,False,0.0,0,15:01,15:01,4,1,1
TT_20230811_a-direction-1.results_2,catch_trial_black_2,False,0.0,-1,15:01,15:01,6,1,1
TT_20230811_a-direction-1.results_4,catch_trial_white_5,False,0.0,2,15:01,15:01,3,1,1
TT_20230811_a-direction-1.results_6,catch_trial_white_4,False,0.0,2,15:01,15:01,2,0,1
TT_20230811_a-direction-1.results_8,catch_trial_black_4,False,0.0,2,15:01,15:02,9,0,1
TT_20230811_a-direction-1.results_10,catch_trial_white_2,False,0.0,-2,15:02,15:02,3,0,1
TT_20230811_a-direction-1.results_12,catch_trial_white_1,False,0.0,-2,15:02,15:02,2,1,1
TT_20230811_a-direction-1.results_14,catch_trial_black_1,False,0.0,-2,15:02,15:02,6,1,1
TT_20230811_a-direction-1.results_16,catch_trial_black_5,False,0.0,2,15:02,15:02,1,1,1
TT_20230811_a-direction-1.results_18,catch_trial_white_3,False,0.0,0,15:02,15:02,2,1,1
